Food_Code,Food_Name,Nutrient_Payload
D053,[D053] Knol - Khol (Brassica oleracea),"Macronutrients [Protein: 93.14±0.27g, Fat: 1.58±0.24g, Carbs: 1.39±0.21g] | Water-Soluble Vitamins [Folate (B9): 14.76±1.64 mcg, Vitamin C: 64.70±10.78 mg, B1: - mg, B2: 6 mg] | Water-Soluble Vitamins [Folate (B9): 0.17±0.01 mcg, Vitamin C: 8.90±0.77 mg, B1: - mg, B2: 6 mg] | Minerals [Calcium: 6 mg, Iron: 35.26±3.81 mg, Magnesium: 0.004±0.002 mg, Zinc: 0.002±0.001 mg] | Minerals [Calcium: 6 mg, Iron: 19.05±3.69 mg, Magnesium: 0.13±0.03 mg, Zinc: 0.004±0.002 mg]"
D054,"[D054] Kovai, big (Coccinia cordifolia)","Macronutrients [Protein: 1.39±0.23g, Fat: 0.58±0.07g, Carbs: 2.01±0.54g] | Water-Soluble Vitamins [Folate (B9): 48.68±5.10 mcg, Vitamin C: 17.62±7.24 mg, B1: 6 mg, B2: 0.04±0.004 mg] | Water-Soluble Vitamins [Folate (B9): 0.72±0.11 mcg, Vitamin C: 19.15±0.40 mg, B1: 6 mg, B2: 6.25±0.20 mg] | Minerals [Calcium: 0.06±0.02 mg, Iron: 34.39±5.90 mg, Magnesium: 0.003±0.001 mg, Zinc: 0.002±0.001 mg] | Minerals [Calcium: 19.60±3.26 mg, Iron: 0.16±0.05 mg, Magnesium: 0.001±0.001 mg, Zinc: 0.010±0.002 mg]"
D055,"[D055] Kovai, small (Coccinia cordifolia)","Macronutrients [Protein: 1.22g, Fat: 0.47g, Carbs: 2.41g] | Water-Soluble Vitamins [Folate (B9): 50.13 mcg, Vitamin C: 21.08 mg, B1: 1 mg, B2: 0.04 mg] | Water-Soluble Vitamins [Folate (B9): 0.70 mcg, Vitamin C: 19.10 mg, B1: 1 mg, B2: 6.06 mg] | Minerals [Calcium: 0.02 mg, Iron: 37.12 mg, Magnesium: 0.002 mg, Zinc: 0.001 mg] | Minerals [Calcium: 18.87 mg, Iron: 0.12 mg, Magnesium: 0.001 mg, Zinc: 0.006 mg]"
D056,[D056] Ladies finger (Abelmoschus esculentus),"Macronutrients [Protein: 2.08±0.37g, Fat: 0.94±0.09g, Carbs: 3.62±0.26g] | Water-Soluble Vitamins [Folate (B9): 63.68±10.76 mcg, Vitamin C: 22.51±1.60 mg, B1: 6 mg, B2: 0.04±0.005 mg] | Water-Soluble Vitamins [Folate (B9): 0.50±0.01 mcg, Vitamin C: 21.52±0.29 mg, B1: 6 mg, B2: 7.46±0.41 mg] | Minerals [Calcium: 0.47±0.15 mg, Iron: 0.002±0.001 mg, Magnesium: 86.12±6.93 mg, Zinc: 0.005±0.001 mg] | Minerals [Calcium: 66.10±8.99 mg, Iron: 0.30±0.04 mg, Magnesium: 0.005±0.002 mg, Zinc: 0.012±0.001 mg]"
D057,"[D057] Mango, green, raw (Mangifera indica)","Macronutrients [Protein: 0.69±0.09g, Fat: 0.49±0.07g, Carbs: 10.59±0.37g] | Water-Soluble Vitamins [Folate (B9): 25.86±7.38 mcg, Vitamin C: 90.24±10.47 mg, B1: 6 mg, B2: 0.02±0.003 mg] | Water-Soluble Vitamins [Folate (B9): 0.91±0.14 mcg, Vitamin C: 14.42±0.29 mg, B1: 6 mg, B2: 7.68±0.24 mg] | Minerals [Calcium: 0.11±0.02 mg, Iron: 27.00±4.93 mg, Magnesium: 0.010±0.003 mg, Zinc: 0.08±0.02 mg] | Minerals [Calcium: 17.54±3.18 mg, Iron: 0.23±0.06 mg, Magnesium: 0.006±0.002 mg, Zinc: 14.92±2.22 mg]"
D058,"[D058] Onion, stalk (Allium cepa)","Macronutrients [Protein: 2.07±0.21g, Fat: 1.13±0.09g, Carbs: 2.99±0.50g] | Water-Soluble Vitamins [Folate (B9): 57.61±11.87 mcg, Vitamin C: 27.23±4.22 mg, B1: 6 mg, B2: 0.03±0.020 mg] | Water-Soluble Vitamins [Folate (B9): 0.81±0.01 mcg, Vitamin C: 44.33±1.52 mg, B1: 6 mg, B2: 6.81±0.31 mg] | Minerals [Calcium: 2.78±1.26 mg, Iron: 1.73±0.46 mg, Magnesium: 0.003±0.003 mg, Zinc: 31.12±7.53 mg] | Minerals [Calcium: 66.71±8.82 mg, Iron: 0.22±0.06 mg, Magnesium: 0.017±0.007 mg, Zinc: 0.031±0.007 mg]"
D059,"[D059] Papaya, raw (Carica papaya)","Macronutrients [Protein: 0.50±0.06g, Fat: 0.55±0.06g, Carbs: 4.40±0.37g] | Water-Soluble Vitamins [Folate (B9): 29.79±2.21 mcg, Vitamin C: 20.73±2.35 mg, B1: 6 mg, B2: 0.02±0.004 mg] | Water-Soluble Vitamins [Folate (B9): 0.07±0.01 mcg, Vitamin C: 2.45±0.28 mg, B1: 6 mg, B2: 7.80±0.65 mg] | Minerals [Calcium: 0.05±0.01 mg, Iron: 0.63±0.34 mg, Magnesium: 22.72±1.71 mg, Zinc: 0.003±0.002 mg] | Minerals [Calcium: 15.03±1.12 mg, Iron: 0.03±0.01 mg, Magnesium: 0.001±0.001 mg, Zinc: 0.002±0.000 mg]"
D060,[D060] Parwar (Trichosanthes dioica),"Macronutrients [Protein: 1.40±0.10g, Fat: 0.59±0.03g, Carbs: 3.54±0.32g] | Water-Soluble Vitamins [Folate (B9): 19.96±1.76 mcg, Vitamin C: 19.24±6.61 mg, B1: 6 mg, B2: 0.05±0.007 mg] | Water-Soluble Vitamins [Folate (B9): 0.04±0.01 mcg, Vitamin C: 8.37±1.48 mg, B1: 6 mg, B2: 0.69±0.11 mg] | Minerals [Calcium: 0.33±0.06 mg, Iron: 0.68±0.38 mg, Magnesium: 30.76±3.08 mg, Zinc: 0.013±0.002 mg] | Minerals [Calcium: 24.59±3.64 mg, Iron: 0.13±0.03 mg, Magnesium: 0.012±0.004 mg, Zinc: 33.81±3.72 mg]"
D061,"[D061] Peas, fresh (Pisum sativum)","Macronutrients [Protein: 7.25±1.03g, Fat: 1.05±0.02g, Carbs: 11.88±0.67g] | Water-Soluble Vitamins [Folate (B9): 54.77±12.01 mcg, Vitamin C: 38.40±6.42 mg, B1: 6 mg, B2: 0.27±0.027 mg] | Water-Soluble Vitamins [Folate (B9): 0.21±0.01 mcg, Vitamin C: 44.22±3.85 mg, B1: 6 mg, B2: 12.91±0.28 mg] | Minerals [Calcium: 0.20±0.06 mg, Iron: 28.24±3.62 mg, Magnesium: 0.002±0.001 mg, Zinc: 0.003±0.001 mg] | Minerals [Calcium: 40.11±3.29 mg, Iron: 0.46±0.06 mg, Magnesium: 0.020±0.004 mg, Zinc: 0.043±0.008 mg]"
D062,"[D062] Plantain, flower (Musa x paradisiaca)","Macronutrients [Protein: 1.47±0.12g, Fat: 1.35±0.09g, Carbs: 2.15±0.43g] | Water-Soluble Vitamins [Folate (B9): 49.27±7.30 mcg, Vitamin C: 6.49±1.15 mg, B1: 6 mg, B2: 0.02±0.005 mg] | Water-Soluble Vitamins [Folate (B9): 0.19±0.01 mcg, Vitamin C: 3.38±0.26 mg, B1: 6 mg, B2: 1.29±0.13 mg] | Minerals [Calcium: 0.07±0.02 mg, Iron: 34.06±1.85 mg, Magnesium: 0.005±0.002 mg, Zinc: 0.10±0.01 mg] | Minerals [Calcium: 39.76±5.37 mg, Iron: 1.09±0.21 mg, Magnesium: 0.004±0.002 mg, Zinc: 0.009±0.003 mg]"
D063,"[D063] Plantain, green (Musa x paradisiaca)","Macronutrients [Protein: 1.18±0.20g, Fat: 1.27±0.14g, Carbs: 17.58±0.35g] | Water-Soluble Vitamins [Folate (B9): 18.96±1.29 mcg, Vitamin C: 23.28±2.40 mg, B1: 6 mg, B2: 0.01±0.001 mg] | Water-Soluble Vitamins [Folate (B9): 0.08±0.01 mcg, Vitamin C: 17.42±1.83 mg, B1: 6 mg, B2: 0.27±0.02 mg] | Minerals [Calcium: 0.08±0.06 mg, Iron: 13.80±2.56 mg, Magnesium: 0.012±0.009 mg, Zinc: 0.002±0.003 mg] | Minerals [Calcium: 35.64±5.34 mg, Iron: 0.29±0.09 mg, Magnesium: 0.12±0.01 mg, Zinc: 0.002±0.001 mg]"
D064,"[D064] Plantain, stem (Musa x paradisiaca)","Macronutrients [Protein: 0.35±0.05g, Fat: 1.20±0.09g, Carbs: 8.64±0.93g] | Water-Soluble Vitamins [Folate (B9): 12.85±2.18 mcg, Vitamin C: 3.77±2.74 mg, B1: 6 mg, B2: 0.02±0.003 mg] | Water-Soluble Vitamins [Folate (B9): 0.02±0.01 mcg, Vitamin C: 2.50±1.19 mg, B1: 6 mg, B2: 0.32±0.06 mg] | Minerals [Calcium: 0.13±0.02 mg, Iron: 0.05±0.03 mg, Magnesium: 11.24±2.30 mg, Zinc: 0.015±0.006 mg] | Minerals [Calcium: 32.82±9.01 mg, Iron: 0.10±0.05 mg, Magnesium: 0.001±0.001 mg, Zinc: 0.003±0.002 mg]"
D065,"[D065] Pumpkin, green, cylindrical (Cucurbita maxima)","Macronutrients [Protein: 0.87g, Fat: 0.47g, Carbs: 4.22g] | Water-Soluble Vitamins [Folate (B9): 31.60 mcg, Vitamin C: 7.29 mg, B1: 1 mg, B2: 0.03 mg] | Water-Soluble Vitamins [Folate (B9): 0.87 mcg, Vitamin C: 80.80 mg, B1: 1 mg, B2: 1.07 mg] | Minerals [Calcium: 0.09 mg, Iron: 24.10 mg, Magnesium: 0.004 mg, Zinc: 0.04 mg]"
D066,"[D066] Pumpkin, orange, round (Cucurbita maxima)","Macronutrients [Protein: 0.84±0.21g, Fat: 0.58±0.09g, Carbs: 4.00±0.64g] | Water-Soluble Vitamins [Folate (B9): 24.14±3.70 mcg, Vitamin C: 8.04±0.87 mg, B1: 6 mg, B2: 0.03±0.005 mg] | Water-Soluble Vitamins [Folate (B9): 0.60±0.13 mcg, Vitamin C: 83.70±1.92 mg, B1: 6 mg, B2: 1.40±0.14 mg] | Minerals [Calcium: 0.11±0.05 mg, Iron: 23.06±4.30 mg, Magnesium: 0.002±0.001 mg, Zinc: 0.06±0.01 mg] | Minerals [Calcium: 10.43±2.35 mg, Iron: 0.07±0.02 mg, Magnesium: 22.18±7.47 mg, Zinc: 253±39.2 mg]"
D067,"[D067] Red gram, tender, fresh (Cajanus cajan)","Macronutrients [Protein: 8.09g, Fat: 1.64g, Carbs: 19.46g] | Water-Soluble Vitamins [Folate (B9): 94.21 mcg, Vitamin C: 15.13 mg, B1: 1 mg, B2: 0.23 mg] | Water-Soluble Vitamins [Folate (B9): 0.94 mcg, Vitamin C: 14.90 mg, B1: 1 mg, B2: 28.96 mg] | Minerals [Calcium: 0.11 mg, Iron: 0.002 mg, Magnesium: 58.58 mg, Zinc: 0.001 mg] | Minerals [Calcium: 56.95 mg, Iron: 0.53 mg, Magnesium: 0.05 mg, Zinc: 0.149 mg]"
D068,[D068] Ridge gourd (Luffa acutangula),"Macronutrients [Protein: 0.91±0.08g, Fat: 0.44±0.04g, Carbs: 1.72±0.46g] | Water-Soluble Vitamins [Folate (B9): 29.26±3.12 mcg, Vitamin C: 5.42±1.06 mg, B1: 6 mg, B2: 0.02±0.003 mg] | Water-Soluble Vitamins [Folate (B9): 0.02±0.00 mcg, Vitamin C: 11.23±0.31 mg, B1: 6 mg, B2: 0.37±0.03 mg] | Minerals [Calcium: 0.07±0.03 mg, Iron: 13.70±1.38 mg, Magnesium: 0.003±0.000 mg, Zinc: 0.001±0.000 mg] | Minerals [Calcium: 16.15±2.57 mg, Iron: 0.11±0.04 mg, Magnesium: 0.003±0.001 mg, Zinc: 0.012±0.005 mg]"
D069,"[D069] Ridge gourd, smooth skin (Luffa acutangula)","Macronutrients [Protein: 0.98±0.13g, Fat: 0.53±0.06g, Carbs: 2.24±0.41g] | Water-Soluble Vitamins [Folate (B9): 27.36±2.98 mcg, Vitamin C: 8.10±2.67 mg, B1: 3 mg, B2: 0.02±0.004 mg] | Water-Soluble Vitamins [Folate (B9): 0.02±0.01 mcg, Vitamin C: 11.57±0.15 mg, B1: 3 mg, B2: 0.34±0.04 mg] | Minerals [Calcium: 0.10±0.07 mg, Iron: 14.96±2.15 mg, Magnesium: 0.003±0.001 mg, Zinc: 0.001±0.001 mg] | Minerals [Calcium: 17.66±2.71 mg, Iron: 0.15±0.02 mg, Magnesium: 0.003±0.001 mg, Zinc: 0.014±0.002 mg]"
D070,"[D070] Snake gourd,","Macronutrients [Protein: 0.98±0.33g, Fat: 0.42±0.04g, Carbs: 1.27±0.15g] | Water-Soluble Vitamins [Folate (B9): 18.34±1.87 mcg, Vitamin C: 2.72±1.15 mg, B1: 6 mg, B2: 0.03±0.003 mg] | Water-Soluble Vitamins [Folate (B9): 0.01±0.00 mcg, Vitamin C: 8.35±0.28 mg, B1: 6 mg, B2: 2.67±0.31 mg] | Minerals [Calcium: 0.06±0.03 mg, Iron: 24.60±4.77 mg, Magnesium: 0.002±0.002 mg, Zinc: 0.001±0.001 mg] | Minerals [Calcium: 18.70±5.79 mg, Iron: 0.14±0.06 mg, Magnesium: 0.002±0.001 mg, Zinc: 0.012±0.005 mg]"
D071,"[D071] Snake gourd,","Macronutrients [Protein: 0.89g, Fat: 0.45g, Carbs: 1.23g] | Water-Soluble Vitamins [Folate (B9): 16.52 mcg, Vitamin C: 2.85 mg, B1: 2 mg, B2: 0.03 mg] | Water-Soluble Vitamins [Folate (B9): 0.01 mcg, Vitamin C: 8.40 mg, B1: 2 mg, B2: 3.08 mg] | Minerals [Calcium: 0.05 mg, Iron: 27.11 mg, Magnesium: 0.002 mg, Zinc: 0.001 mg] | Minerals [Calcium: 21.70 mg, Iron: 0.19 mg, Magnesium: 0.001 mg, Zinc: 0.017 mg]"
D072,"[D072] Snake gourd, short (Trichosanthes anguina)","Macronutrients [Protein: 0.54g, Fat: 0.41g, Carbs: 2.15g] | Water-Soluble Vitamins [Folate (B9): 17.74 mcg, Vitamin C: 2.30 mg, B1: 1 mg, B2: 0.03 mg] | Water-Soluble Vitamins [Folate (B9): 0.01 mcg, Vitamin C: 8.30 mg, B1: 1 mg, B2: 3.12 mg] | Minerals [Calcium: 0.05 mg, Iron: 17.90 mg, Magnesium: 0.001 mg, Zinc: 0.05 mg] | Minerals [Calcium: 15.07 mg, Iron: 0.11 mg, Magnesium: 0.002 mg, Zinc: 0.007 mg]"
D073,"[D073] Tinda, tender (Praecitrullus fistulosus)","Macronutrients [Protein: 1.02±0.04g, Fat: 0.51±0.03g, Carbs: 1.90±0.37g] | Water-Soluble Vitamins [Folate (B9): 43.23±5.74 mcg, Vitamin C: 14.20±0.88 mg, B1: 6 mg, B2: 0.02±0.000 mg] | Water-Soluble Vitamins [Folate (B9): 0.05±0.03 mcg, Vitamin C: 2.73±0.77 mg, B1: 6 mg, B2: 2.76±0.09 mg] | Minerals [Calcium: 0.15±0.03 mg, Iron: 19.68±3.27 mg, Magnesium: 0.004±0.001 mg, Zinc: 0.001±0.000 mg] | Minerals [Calcium: 18.96±4.68 mg, Iron: 0.10±0.01 mg, Magnesium: 0.001±0.000 mg, Zinc: 0.012±0.002 mg]"
D074,"[D074] Tomato, green (Solanum lycopersicum)","Macronutrients [Protein: 1.12±0.08g, Fat: 0.60±0.03g, Carbs: 3.18±0.40g] | Water-Soluble Vitamins [Folate (B9): 12.51±4.01 mcg, Vitamin C: 16.41±2.52 mg, B1: 6 mg, B2: 0.08±0.043 mg] | Water-Soluble Vitamins [Folate (B9): 0.39±0.27 mcg, Vitamin C: 16.10±1.51 mg, B1: 6 mg, B2: 1.10±0.22 mg] | Minerals [Calcium: 0.18±0.07 mg, Iron: 0.001±0.000 mg, Magnesium: 8.49±1.56 mg, Zinc: 0.028±0.013 mg] | Minerals [Calcium: 13.57±2.84 mg, Iron: 0.12±0.04 mg, Magnesium: 0.005±0.002 mg, Zinc: 0.007±0.005 mg]"
D075,"[D075] Tomato, ripe, hybrid ((Solanum lycopersicum)","Macronutrients [Protein: 0.76±0.03g, Fat: 0.43±0.05g, Carbs: 3.20±0.30g] | Water-Soluble Vitamins [Folate (B9): 15.41±2.70 mcg, Vitamin C: 25.27±3.52 mg, B1: 6 mg, B2: 0.04±0.004 mg] | Water-Soluble Vitamins [Folate (B9): 0.22±0.03 mcg, Vitamin C: 24.12±2.96 mg, B1: 6 mg, B2: 11.83±1.41 mg] | Minerals [Calcium: 0.05±0.02 mg, Iron: 8.90±1.04 mg, Magnesium: 0.003±0.001 mg, Zinc: 0.001±0.000 mg] | Minerals [Calcium: 11.86±2.87 mg, Iron: 0.09±0.02 mg, Magnesium: 0.008±0.012 mg, Zinc: 0.003±0.002 mg]"
D076,"[D076] Tomato, ripe, local (Lycopersicon esculentum)","Macronutrients [Protein: 0.90±0.07g, Fat: 0.52±0.08g, Carbs: 2.71±0.08g] | Water-Soluble Vitamins [Folate (B9): 19.46±2.99 mcg, Vitamin C: 27.47±1.77 mg, B1: 6 mg, B2: 0.03±0.004 mg] | Water-Soluble Vitamins [Folate (B9): 0.27±0.02 mcg, Vitamin C: 17.18±1.73 mg, B1: 6 mg, B2: 12.24±1.05 mg] | Minerals [Calcium: 0.04±0.02 mg, Iron: 10.17±1.84 mg, Magnesium: 0.005±0.004 mg, Zinc: 0.06±0.01 mg] | Minerals [Calcium: 13.65±2.13 mg, Iron: 0.09±0.01 mg, Magnesium: 18.77±3.79 mg, Zinc: 204±34.1 mg]"
D077,"[D077] Zucchini, green (Cucurbita pepo)","Macronutrients [Protein: 1.10g, Fat: 0.93g, Carbs: 2.33g] | Water-Soluble Vitamins [Folate (B9): 18.85 mcg, Vitamin C: 15.78 mg, B1: 2 mg, B2: 0.05 mg] | Water-Soluble Vitamins [Folate (B9): 3.90 mcg, Vitamin C: 41.05 mg, B1: 2 mg, B2: 0.40 mg] | Minerals [Calcium: 17.26 mg, Iron: 0.002 mg, Magnesium: 0.07 mg, Zinc: 0.52 mg] | Minerals [Calcium: 15.41 mg, Iron: 0.13 mg, Magnesium: 21.38 mg, Zinc: 178 mg]"
D078,"[D078] Zucchini, yellow (Cucurbita pepo)","Macronutrients [Protein: 1.31g, Fat: 1.08g, Carbs: 2.20g] | Water-Soluble Vitamins [Folate (B9): 21.50 mcg, Vitamin C: 16.71 mg, B1: 2 mg, B2: 0.03 mg] | Water-Soluble Vitamins [Folate (B9): 1.48 mcg, Vitamin C: 53.28 mg, B1: 2 mg, B2: 0.38 mg] | Minerals [Calcium: 20.98 mg, Iron: 0.003 mg, Magnesium: 0.11 mg, Zinc: 0.34 mg] | Minerals [Calcium: 10.82 mg, Iron: 0.21 mg, Magnesium: 32.03 mg, Zinc: 131 mg]"
E001,"[E001] Apple, big (Malus domestica)","Macronutrients [Protein: 0.29±0.08g, Fat: 0.36±0.04g, Carbs: 13.11±0.76g] | Water-Soluble Vitamins [Folate (B9): 3.04±0.94 mcg, Vitamin C: 3.57±0.58 mg, B1: 6 mg, B2: 0.03±0.017 mg] | Water-Soluble Vitamins [Folate (B9): 0.15±0.04 mcg, Vitamin C: 3.65±0.47 mg, B1: 6 mg, B2: 1.46±0.51 mg] | Minerals [Calcium: 0.23±0.12 mg, Iron: 0.96±0.37 mg, Magnesium: 0.040±0.014 mg, Zinc: 13.68±3.20 mg] | Minerals [Calcium: 8.09±0.81 mg, Iron: 0.05±0.02 mg, Magnesium: 0.01±0.00 mg, Zinc: 0.839±0.447 mg]"
E002,"[E002] Apple, green (Malus domestica)","Macronutrients [Protein: 0.46±0.07g, Fat: 0.31±0.04g, Carbs: 10.65±1.00g] | Water-Soluble Vitamins [Folate (B9): 3.43±0.68 mcg, Vitamin C: 2.90±0.32 mg, B1: 6 mg, B2: 0.01±0.023 mg] | Water-Soluble Vitamins [Folate (B9): 0.10±0.04 mcg, Vitamin C: 2.13±0.09 mg, B1: 6 mg, B2: 2.45±0.40 mg] | Minerals [Calcium: 6.53±2.48 mg, Iron: 0.002±0.001 mg, Magnesium: 0.33±0.04 mg, Zinc: 0.20±0.04 mg] | Minerals [Calcium: 5.42±0.11 mg, Iron: 0.02±0.00 mg, Magnesium: 7.48±0.11 mg, Zinc: 94.55±2.07 mg]"
E003,"[E003] Apple, small (Malus domestica)","Macronutrients [Protein: 0.31±0.05g, Fat: 0.24±0.02g, Carbs: 13.95±0.48g] | Water-Soluble Vitamins [Folate (B9): 3.52±0.37 mcg, Vitamin C: 4.00±0.72 mg, B1: 6 mg, B2: 0.01±0.001 mg] | Water-Soluble Vitamins [Folate (B9): 0.07±0.01 mcg, Vitamin C: 2.18±0.40 mg, B1: 6 mg, B2: 1.86±0.19 mg] | Minerals [Calcium: 0.08±0.03 mg, Iron: 0.19±0.21 mg, Magnesium: 5.39±0.82 mg, Zinc: 0.005±0.002 mg] | Minerals [Calcium: 5.48±0.56 mg, Iron: 0.04±0.01 mg, Magnesium: 0.003±0.002 mg, Zinc: 0.002±0.001 mg]"
E004,"[E004] Apple, small, Kashmir (Malus domestica)","Macronutrients [Protein: 0.27g, Fat: 0.29g, Carbs: 13.99g] | Water-Soluble Vitamins [Folate (B9): 3.97 mcg, Vitamin C: 4.24 mg, B1: 1 mg, B2: 0.01 mg] | Water-Soluble Vitamins [Folate (B9): 0.05 mcg, Vitamin C: 2.55 mg, B1: 1 mg, B2: 2.04 mg] | Minerals [Calcium: 0.11 mg, Iron: 4.72 mg, Magnesium: 0.007 mg, Zinc: 0.06 mg] | Minerals [Calcium: 5.19 mg, Iron: 0.05 mg, Magnesium: 0.002 mg, Zinc: 0.002 mg]"
E005,"[E005] Apricot, dried (Prunus armeniaca)","Macronutrients [Protein: 3.17±0.29g, Fat: 3.46±0.14g, Carbs: 72.63±0.27g] | Water-Soluble Vitamins [Folate (B9): 10.50±1.59 mcg, Vitamin C: 0.42±0.14 mg, B1: 6 mg, B2: 0.04±0.011 mg] | Water-Soluble Vitamins [Folate (B9): 0.11±0.01 mcg, Vitamin C: 5.17±1.17 mg, B1: 6 mg, B2: 3.98±0.06 mg] | Minerals [Calcium: 2.11±0.51 mg, Iron: 0.88±0.44 mg, Magnesium: 28.57±4.32 mg, Zinc: 0.016±0.008 mg] | Minerals [Calcium: 14.04±2.21 mg, Iron: 0.31±0.02 mg, Magnesium: 0.018±0.011 mg, Zinc: 0.055±0.016 mg]"
E006,"[E006] Apricot, processed (Prunus armeniaca)","Macronutrients [Protein: 1.47±0.15g, Fat: 0.61±0.16g, Carbs: 10.93±0.88g] | Water-Soluble Vitamins [Folate (B9): 5.42±0.98 mcg, Vitamin C: 7.98±1.75 mg, B1: 3 mg, B2: 0.25±0.011 mg] | Water-Soluble Vitamins [Folate (B9): 0.01±0.01 mcg, Vitamin C: 6.14±0.76 mg, B1: 3 mg, B2: 4.31±0.14 mg] | Minerals [Calcium: 0.80±0.18 mg, Iron: 0.26±0.03 mg, Magnesium: 5.42±0.41 mg, Zinc: 0.006±0.001 mg] | Minerals [Calcium: 4.29±0.21 mg, Iron: 0.06±0.02 mg, Magnesium: 0.008±0.000 mg, Zinc: 0.058±0.018 mg]"
E007,[E007] Avocado fruit (Persea sp.),"Macronutrients [Protein: 2.95g, Fat: 1.19g, Carbs: 1.75g] | Water-Soluble Vitamins [Folate (B9): 67.17 mcg, Vitamin C: 9.36 mg, B1: 1 mg, B2: 0.07 mg] | Water-Soluble Vitamins [Folate (B9): 0.02 mcg, Vitamin C: 38.74 mg, B1: 1 mg, B2: 2.10 mg] | Minerals [Calcium: 28.48 mg, Iron: 0.002 mg, Magnesium: 0.39 mg, Zinc: 0.81 mg] | Minerals [Calcium: 48.14 mg, Iron: 0.74 mg, Magnesium: 63.14 mg, Zinc: 377 mg]"
E008,[E008] Bael fruit (Aegle marmelos),"Macronutrients [Protein: 2.63g, Fat: 0.91g, Carbs: 28.21g] | Water-Soluble Vitamins [Folate (B9): 55.22 mcg, Vitamin C: 7.50 mg, B1: 1 mg, B2: 0.03 mg] | Water-Soluble Vitamins [Folate (B9): 0.60 mcg, Vitamin C: 4.50 mg, B1: 1 mg, B2: 1.60 mg] | Minerals [Calcium: 0.11 mg, Iron: 0.65 mg, Magnesium: 0.027 mg, Zinc: 47.95 mg] | Minerals [Calcium: 34.10 mg, Iron: 0.10 mg, Magnesium: 0.07 mg, Zinc: 0.819 mg]"
E009,"[E009] Banana, ripe, montham (Musa x paradisiaca)","Macronutrients [Protein: 1.25g, Fat: 1.15g, Carbs: 24.95g] | Water-Soluble Vitamins [Folate (B9): 17.93 mcg, Vitamin C: 8.06 mg, B1: 1 mg, B2: 0.01 mg] | Water-Soluble Vitamins [Folate (B9): 0.09 mcg, Vitamin C: 2.20 mg, B1: 1 mg, B2: 0.20 mg] | Minerals [Calcium: 6.77 mg, Iron: 0.017 mg, Magnesium: 0.12 mg, Zinc: 0.40 mg] | Minerals [Calcium: 30.22 mg, Iron: 0.36 mg, Magnesium: 0.013 mg, Zinc: 20.85 mg]"
E010,"[E010] Banana, ripe, poovam (Musa x paradisiaca)","Macronutrients [Protein: 1.49g, Fat: 1.09g, Carbs: 23.41g] | Water-Soluble Vitamins [Folate (B9): 19.95 mcg, Vitamin C: 6.74 mg, B1: 2 mg, B2: 0.01 mg] | Water-Soluble Vitamins [Folate (B9): 0.08 mcg, Vitamin C: 2.60 mg, B1: 2 mg, B2: 0.24 mg] | Minerals [Calcium: 8.73 mg, Iron: 0.010 mg, Magnesium: 0.10 mg, Zinc: 0.35 mg] | Minerals [Calcium: 43.79 mg, Iron: 0.30 mg, Magnesium: 0.002 mg, Zinc: 0.010 mg]"
E011,"[E011] Banana, ripe, red (Musa x paradisiaca)","Macronutrients [Protein: 1.29g, Fat: 0.95g, Carbs: 25.21g] | Water-Soluble Vitamins [Folate (B9): 18.92 mcg, Vitamin C: 6.74 mg, B1: 1 mg, B2: 0.01 mg] | Water-Soluble Vitamins [Folate (B9): 0.09 mcg, Vitamin C: 1.90 mg, B1: 1 mg, B2: 0.21 mg] | Minerals [Calcium: 9.56 mg, Iron: 0.008 mg, Magnesium: 0.06 mg, Zinc: 0.24 mg] | Minerals [Calcium: 31.44 mg, Iron: 0.19 mg, Magnesium: 0.006 mg, Zinc: 23.27 mg]"
E012,"[E012] Banana, ripe, robusta (Musa x paradisiaca)","Macronutrients [Protein: 1.23±0.08g, Fat: 0.94±0.17g, Carbs: 23.63±0.74g] | Water-Soluble Vitamins [Folate (B9): 16.81±1.95 mcg, Vitamin C: 4.76±1.34 mg, B1: 6 mg, B2: 0.01±0.000 mg] | Water-Soluble Vitamins [Folate (B9): 0.09±0.01 mcg, Vitamin C: 2.80±1.11 mg, B1: 6 mg, B2: 0.22±0.03 mg] | Minerals [Calcium: 5.07±0.94 mg, Iron: 0.007±0.005 mg, Magnesium: 0.13±0.05 mg, Zinc: 0.28±0.05 mg] | Minerals [Calcium: 34.98±7.77 mg, Iron: 0.36±0.15 mg, Magnesium: 0.001±0.001 mg, Zinc: 0.008±0.005 mg]"
E013,[E013] Black berry (Rubus sp.),"Macronutrients [Protein: 0.92±0.10g, Fat: 0.52±0.04g, Carbs: 10.64±0.35g] | Water-Soluble Vitamins [Folate (B9): 22.95±1.38 mcg, Vitamin C: 19.45±1.54 mg, B1: 5 mg, B2: 0.01±0.002 mg] | Water-Soluble Vitamins [Folate (B9): 0.52±0.04 mcg, Vitamin C: 1.82±0.04 mg, B1: 5 mg, B2: 14.65±0.40 mg] | Minerals [Calcium: 23.81±2.70 mg, Iron: 0.05±0.01 mg, Magnesium: 0.63±0.21 mg, Zinc: 0.002±0.000 mg] | Minerals [Calcium: 30.90±4.17 mg, Iron: 0.47±0.01 mg, Magnesium: 0.027±0.004 mg, Zinc: 20.08±4.50 mg]"
