Food_Code,Food_Name,Nutrient_Payload
O041,"[O041] Calf, heart","Macronutrients [Protein: 18.84g, Fat: 0.86g, Carbs: 3.75g] | Water-Soluble Vitamins [Folate (B9): 0.41 mcg, Vitamin C: 9.41 mg, B1: 1 mg, B2: 0.26 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 4.83 mcg, Vitamin E: 1.90 mg]"
O042,"[O042] Calf, liver","Macronutrients [Protein: 21.02g, Fat: 1.26g, Carbs: 3.95g] | Water-Soluble Vitamins [Folate (B9): 0.59 mcg, Vitamin C: 1473 mg, B1: 1 mg, B2: 0.17 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 9664 mcg, Vitamin E: 5.00 mg]"
O043,"[O043] Calf, spleen","Macronutrients [Protein: 17.71g, Fat: 1.41g, Carbs: 2.12g] | Water-Soluble Vitamins [Folate (B9): 0.44 mcg, Vitamin C: 3.58 mg, B1: 1 mg, B2: 0.09 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 6.32 mcg, Vitamin E: 2.50 mg]"
O044,"[O044] Calf, kidneys","Macronutrients [Protein: 15.16g, Fat: 1.02g, Carbs: 3.50g] | Water-Soluble Vitamins [Folate (B9): 0.30 mcg, Vitamin C: 33.48 mg, B1: 2 mg, B2: 0.32 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 95.73 mcg, Vitamin E: 3.10 mg]"
O045,"[O045] Mithun, shoulder","Macronutrients [Protein: 19.05g, Fat: 0.84g, Carbs: 11.14g] | Water-Soluble Vitamins [Folate (B9): 0.37 mcg, Vitamin C: 1.86 mg, B1: 1 mg, B2: 0.04 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 12.68 mcg, Vitamin E: 3.80 mg]"
O046,"[O046] Mithun, chops","Macronutrients [Protein: 18.19g, Fat: 0.79g, Carbs: 6.12g] | Water-Soluble Vitamins [Folate (B9): 0.34 mcg, Vitamin C: 1.90 mg, B1: 1 mg, B2: 0.20 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 2.62 mcg, Vitamin E: 4.20 mg]"
O047,"[O047] Mithun, round (leg)","Macronutrients [Protein: 19.61g, Fat: 0.90g, Carbs: 4.10g] | Water-Soluble Vitamins [Folate (B9): 0.29 mcg, Vitamin C: 1.86 mg, B1: 1 mg, B2: 0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 2.47 mcg, Vitamin E: 8.50 mg]"
O048,"[O048] Pork, shoulder","Macronutrients [Protein: 17.41±0.71g, Fat: 0.75±0.12g, Carbs: 18.83±0.88g] | Water-Soluble Vitamins [Folate (B9): 0.41±0.08 mcg, Vitamin C: 6.70±1.09 mg, B1: 6 mg, B2: 0.18±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 5.12±0.89 mcg, Vitamin E: 1.80±0.34 mg]"
O049,"[O049] Pork, chops","Macronutrients [Protein: 19.41±0.68g, Fat: 0.64±0.05g, Carbs: 11.30±1.33g] | Water-Soluble Vitamins [Folate (B9): 0.36±0.10 mcg, Vitamin C: 7.74±1.03 mg, B1: 6 mg, B2: 0.30±0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 1.51±0.26 mcg, Vitamin E: 2.20±0.73 mg]"
O050,"[O050] Pork, ham","Macronutrients [Protein: 18.83±0.59g, Fat: 0.62±0.02g, Carbs: 18.55±0.78g] | Water-Soluble Vitamins [Folate (B9): 0.25±0.06 mcg, Vitamin C: 1.51±0.21 mg, B1: 6 mg, B2: 0.24±0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 2.98±0.30 mcg, Vitamin E: 5.30±1.39 mg]"
O051,"[O051] Pork, lungs","Macronutrients [Protein: 15.13±0.52g, Fat: 0.93±0.01g, Carbs: 2.74±0.23g] | Water-Soluble Vitamins [Folate (B9): 0.19±0.02 mcg, Vitamin C: 6.36±0.75 mg, B1: 4 mg, B2: 0.08±0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 5.14±0.40 mcg, Vitamin E: 3.80±0.68 mg]"
O052,"[O052] Pork, heart","Macronutrients [Protein: 16.31±0.16g, Fat: 1.01±0.01g, Carbs: 4.87±0.84g] | Water-Soluble Vitamins [Folate (B9): 0.30±0.05 mcg, Vitamin C: 4.73±0.80 mg, B1: 4 mg, B2: 0.28±0.03 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 7.16±0.88 mcg, Vitamin E: 3.50±0.93 mg]"
O053,"[O053] Pork, liver","Macronutrients [Protein: 19.89±1.16g, Fat: 1.18±0.03g, Carbs: 3.94±0.34g] | Water-Soluble Vitamins [Folate (B9): 0.37±0.16 mcg, Vitamin C: 954±88.6 mg, B1: 5 mg, B2: 0.16±0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 8759±798 mcg, Vitamin E: 4.50±0.92 mg]"
O054,"[O054] Pork, stomach","Macronutrients [Protein: 15.36g, Fat: 0.23g, Carbs: 7.81g] | Water-Soluble Vitamins [Folate (B9): 0.19 mcg, Vitamin C: 6.87 mg, B1: 1 mg, B2: 0.10 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 3.34 mcg, Vitamin E: 3.50 mg]"
O055,"[O055] Pork, spleen","Macronutrients [Protein: 15.13±0.79g, Fat: 1.13±0.05g, Carbs: 2.71±0.71g] | Water-Soluble Vitamins [Folate (B9): 0.22±0.04 mcg, Vitamin C: 5.92±0.49 mg, B1: 3 mg, B2: 0.13±0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 3 mcg, Vitamin D2: 8.44±0.81 mcg, Vitamin E: 2.50±0.83 mg]"
O056,"[O056] Pork, kidneys","Macronutrients [Protein: 14.35±1.03g, Fat: 0.97±0.10g, Carbs: 3.65±0.55g] | Water-Soluble Vitamins [Folate (B9): 0.16±0.04 mcg, Vitamin C: 59.61±10.30 mg, B1: 5 mg, B2: 0.24±0.14 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 72.53±6.91 mcg, Vitamin E: 1.50±0.19 mg]"
O057,"[O057] Pork, tube (small intestine)","Macronutrients [Protein: 14.96g, Fat: 0.55g, Carbs: 8.98g] | Water-Soluble Vitamins [Folate (B9): 0.19 mcg, Vitamin C: 7.84 mg, B1: 1 mg, B2: 0.08 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 1.13 mcg, Vitamin E: 3.50 mg]"
O058,"[O058] Hare, shoulder","Macronutrients [Protein: 21.13g, Fat: 1.17g, Carbs: 6.58g] | Water-Soluble Vitamins [Folate (B9): 0.28 mcg, Vitamin C: 2.20 mg, B1: 1 mg, B2: 0.07 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 8.88 mcg, Vitamin E: 25.59 mg]"
O059,"[O059] Hare, chops","Macronutrients [Protein: 20.62g, Fat: 1.27g, Carbs: 2.55g] | Water-Soluble Vitamins [Folate (B9): 0.22 mcg, Vitamin C: 3.85 mg, B1: 1 mg, B2: 0.07 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 2.84 mcg, Vitamin E: 23.65 mg]"
O060,"[O060] Hare, leg","Macronutrients [Protein: 20.52g, Fat: 1.26g, Carbs: 4.16g] | Water-Soluble Vitamins [Folate (B9): 0.24 mcg, Vitamin C: 1.95 mg, B1: 1 mg, B2: 0.08 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 1.26 mcg, Vitamin E: 22.18 mg]"
O061,"[O061] Rabbit, shoulder","Macronutrients [Protein: 20.01g, Fat: 1.19g, Carbs: 7.96g] | Water-Soluble Vitamins [Folate (B9): 0.30 mcg, Vitamin C: 1.80 mg, B1: 1 mg, B2: 0.03 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 5.90 mcg, Vitamin E: 24.68 mg]"
O062,"[O062] Rabbit, chops","Macronutrients [Protein: 22.61g, Fat: 1.35g, Carbs: 4.88g] | Water-Soluble Vitamins [Folate (B9): 0.24 mcg, Vitamin C: 2.10 mg, B1: 1 mg, B2: 0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 3.88 mcg, Vitamin E: 25.88 mg]"
O063,"[O063] Rabbit, leg","Macronutrients [Protein: 21.31g, Fat: 1.26g, Carbs: 5.99g] | Water-Soluble Vitamins [Folate (B9): 0.26 mcg, Vitamin C: 1.80 mg, B1: 1 mg, B2: 0.03 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 8.49 mcg, Vitamin E: 23.85 mg]"
A001,"[A001] Amaranth seed, black (Amaranthus cruentus)","Macronutrients [Protein: 0.04g, Fat: 0.45g, Carbs: 1.92g] | Water-Soluble Vitamins [Folate (B9): 0.17 mcg, Vitamin C: 1.80 mg, B1: 1 mg, B2: 58.67 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 10.25 mcg, Vitamin E: 121 mg]"
A002,[A002] Amaranth seed,"Macronutrients [Protein: 0.04±0.007g, Fat: 0.52±0.05g, Carbs: 1.87±0.24g] | Water-Soluble Vitamins [Folate (B9): 0.15±0.03 mcg, Vitamin C: 2.50±0.87 mg, B1: 6 mg, B2: 53.98±3.38 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 4.11±1.16 mcg, Vitamin E: 59.68±3.09 mg]"
A003,[A003] Bajra (Pennisetum typhoideum),"Macronutrients [Protein: 0.20±0.038g, Fat: 0.86±0.10g, Carbs: 0.64±0.05g] | Water-Soluble Vitamins [Folate (B9): 0.24±0.02 mcg, Vitamin C: 2.85±0.63 mg, B1: 6 mg, B2: 5.65±0.27 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 29.69±8.72 mcg, Vitamin E: 293±55.7 mg]"
A004,[A004] Barley (Hordeum vulgare),"Macronutrients [Protein: 0.18±0.030g, Fat: 2.84±0.08g, Carbs: 2.38±0.11g] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 5.39±2.77 mcg, Vitamin E: 69.87±28.88 mg]"
A005,[A005] Jowar (Sorghum vulgare),"Macronutrients [Protein: 0.14±0.014g, Fat: 2.10±0.09g, Carbs: 0.70±0.06g] | Water-Soluble Vitamins [Folate (B9): 0.06±0.01 mcg, Vitamin C: 43.82±4.84 mg, B1: 6 mg, B2: 3.96±0.30 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 9.08±1.77 mcg, Vitamin E: 212±48.9 mg]"
A006,"[A006] Maize, dry (Zea mays)","Macronutrients [Protein: 0.09±0.009g, Fat: 2.69±0.06g, Carbs: 0.49±0.05g] | Water-Soluble Vitamins [Folate (B9): 0.36±0.03 mcg, Vitamin C: 2.50±0.76 mg, B1: 6 mg, B2: 33.60±2.82 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 186±19.4 mcg, Vitamin E: 893±154 mg]"
A007,"[A007] Maize, tender, local (Zea mays)","Macronutrients [Protein: 0.12±0.021g, Fat: 1.13±0.02g, Carbs: 62.96±5.66g] | Water-Soluble Vitamins [Folate (B9): 0.09±0.01 mcg, Vitamin C: 2.00±0.13 mg, B1: 6 mg, B2: 42.34±4.28 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 110±28.1 mcg, Vitamin E: 1428±225 mg]"
A008,"[A008] Maize, tender, sweet (Zea mays)","Macronutrients [Protein: 0.14±0.007g, Fat: 1.14±0.02g, Carbs: 59.71±7.70g] | Water-Soluble Vitamins [Folate (B9): 0.10±0.01 mcg, Vitamin C: 1.80±0.32 mg, B1: 4 mg, B2: 16.94±2.13 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 108±25.0 mcg, Vitamin E: 1035±154 mg]"
A009,[A009] Quinoa(Chenopodium quinoa),"Macronutrients [Protein: 0.22g, Fat: 1.70g, Carbs: 0.62g] | Water-Soluble Vitamins [Folate (B9): 2.39 mcg, Vitamin C: 2.00 mg, B1: 1 mg, B2: 2.08 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 11.88 mcg, Vitamin E: 153 mg]"
A010,[A010] Ragi (Eleusine coracana),"Macronutrients [Protein: 0.17±0.008g, Fat: 1.34±0.02g, Carbs: 0.88±0.05g] | Water-Soluble Vitamins [Folate (B9): 0.16±0.01 mcg, Vitamin C: 3.00±0.44 mg, B1: 5 mg, B2: 41.46±3.12 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 25.53±5.82 mcg, Vitamin E: 154±25.6 mg]"
A011,[A011] Rice flakes (Oryza sativa ),"Macronutrients [Protein: 0.04±0.006g, Fat: 1.60±0.09g, Carbs: 0.39±0.09g] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 1.46±0.25 mcg, Vitamin E: 33.61±4.26 mg]"
A012,[A012] Rice puffed (Oryza sativa ),"Macronutrients [Protein: 0.04±0.017g, Fat: 1.87±0.10g, Carbs: 0.07±0.005g] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 1.51±0.31 mcg, Vitamin E: 50.46±4.52 mg]"
A013,"[A013] Rice, raw, brown (Oryza sativa )","Macronutrients [Protein: 0.06±0.011g, Fat: 3.40±0.12g, Carbs: 1.38±0.21g] | Water-Soluble Vitamins [Folate (B9): 0.69±0.12 mcg, Vitamin C: 2.00±0.83 mg, B1: 6 mg, B2: 0.62±0.08 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 13.15±4.03 mcg, Vitamin E: 159±13.9 mg]"
A014,"[A014] Rice, parboiled, milled (Oryza sativa )","Macronutrients [Protein: 0.06±0.018g, Fat: 2.51±0.49g, Carbs: 0.31±0.02g] | Water-Soluble Vitamins [Folate (B9): 0.09±0.04 mcg, Vitamin C: 1.50±0.50 mg, B1: 6 mg, B2: 0.06±0.04 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 1.46±0.72 mcg, Vitamin E: 46.90±8.29 mg]"
A015,"[A015] Rice, raw, milled (Oryza sativa )","Macronutrients [Protein: 0.05±0.006g, Fat: 1.69±0.13g, Carbs: 0.60±0.12g] | Water-Soluble Vitamins [Folate (B9): 0.06±0.03 mcg, Vitamin C: 1.50±0.40 mg, B1: 6 mg, B2: 0.04±0.03 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 1.49±0.46 mcg, Vitamin E: 16.87±5.61 mg]"
A016,[A016] Samai (Panicum miliare),"Macronutrients [Protein: 0.05±0.008g, Fat: 1.29±0.02g, Carbs: 6.03±0.57g] | Water-Soluble Vitamins [Folate (B9): 0.55±0.16 mcg, Vitamin C: 4.47±0.38 mg, B1: 6 mg, B2: 3.75±0.80 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 7.82±1.76 mcg, Vitamin E: 120±9.0 mg]"
A017,[A017] Varagu (Paspalum scrobiculatum),"Macronutrients [Protein: 0.20±0.018g, Fat: 1.49±0.08g, Carbs: 1.49±0.18g] | Water-Soluble Vitamins [Folate (B9): 0.07±0.02 mcg, Vitamin C: 3.75±0.63 mg, B1: 5 mg, B2: 0.03±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 59.40±7.01 mcg, Vitamin E: 272±25.1 mg]"
A018,"[A018] Wheat flour, refined (Triticum aestivum)","Macronutrients [Protein: 0.06±0.008g, Fat: 0.77±0.07g, Carbs: 0.58±0.09g] | Water-Soluble Vitamins [Folate (B9): 0.05±0.01 mcg, Vitamin C: 1.00±0.46 mg, B1: 6 mg, B2: 6.73±0.96 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 24.41±9.21 mcg, Vitamin E: 270±69.0 mg]"
A019,"[A019] Wheat flour, atta (Triticum aestivum)","Macronutrients [Protein: 0.15±0.010g, Fat: 2.37±0.10g, Carbs: 0.76±0.12g] | Water-Soluble Vitamins [Folate (B9): 0.26±0.09 mcg, Vitamin C: 1.50±0.47 mg, B1: 6 mg, B2: 13.43±1.77 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 42.12±11.27 mcg, Vitamin E: 284±31.9 mg]"
A020,"[A020] Wheat, whole (Triticum aestivum)","Macronutrients [Protein: 0.15±0.041g, Fat: 2.68±0.19g, Carbs: 1.03±0.58g] | Water-Soluble Vitamins [Folate (B9): 0.77±0.35 mcg, Vitamin C: 1.75±0.26 mg, B1: 6 mg, B2: 17.49±3.51 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 52.56±5.67 mcg, Vitamin E: 287±40.5 mg]"
A021,"[A021] Wheat, bulgur (Triticum aestivum)","Macronutrients [Protein: 0.12±0.004g, Fat: 2.05±0.05g, Carbs: 2.50±0.35g] | Water-Soluble Vitamins [Folate (B9): 0.21±0.01 mcg, Vitamin C: 1.50±0.41 mg, B1: 6 mg, B2: 6.27±0.31 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 47.67±13.64 mcg, Vitamin E: 191±15.1 mg]"
A022,"[A022] Wheat, semolina (Triticum aestivum)","Macronutrients [Protein: 0.04±0.004g, Fat: 1.13±0.10g, Carbs: 0.44±0.04g] | Water-Soluble Vitamins [Folate (B9): 0.20±0.01 mcg, Vitamin C: 1.20±0.48 mg, B1: 6 mg, B2: 8.19±0.81 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 29.94±7.39 mcg, Vitamin E: 276±29.9 mg]"
A023,"[A023] Wheat, vermicelli (Triticum aestivum)","Macronutrients [Protein: 0.01±0.003g, Fat: 0.86±0.02g, Carbs: 2.00±0.19g] | Water-Soluble Vitamins [Folate (B9): 0.03±0.01 mcg, Vitamin C: 1.00±0.51 mg, B1: 6 mg, B2: 4.06±0.35 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 19.31±5.80 mcg, Vitamin E: 39.54±5.33 mg]"
A024,"[A024] Wheat, vermicelli, roasted (Triticum aestivum)","Macronutrients [Protein: 0.01±0.002g, Fat: 0.67±0.05g, Carbs: 1.34±0.18g] | Water-Soluble Vitamins [Folate (B9): 0.01±0.01 mcg, Vitamin C: 1.00±0.52 mg, B1: 6 mg, B2: 3.21±0.21 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 12.89±4.12 mcg, Vitamin E: 21.33±5.71 mg]"
B001,"[B001] Bengal gram, dal (Cicer arietinum)","Macronutrients [Protein: 0.15±0.003g, Fat: 1.87±0.06g, Carbs: 0.81±0.09g] | Water-Soluble Vitamins [Folate (B9): 0.19±0.01 mcg, Vitamin C: 1.50±0.62 mg, B1: 6 mg, B2: 1.75±0.17 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 314±82.4 mcg, Vitamin E: 1018±16.9 mg]"
B002,"[B002] Bengal gram, whole (Cicer arietinum)","Macronutrients [Protein: 0.24±0.011g, Fat: 2.10±0.06g, Carbs: 0.93±0.07g] | Water-Soluble Vitamins [Folate (B9): 1.72±0.07 mcg, Vitamin C: 2.10±0.71 mg, B1: 6 mg, B2: 1.93±0.17 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 385±39.4 mcg, Vitamin E: 999±240 mg]"
B003,"[B003] Black gram, dal (Phaseolus mungo)","Macronutrients [Protein: 0.09±0.003g, Fat: 1.76±0.09g, Carbs: 0.81±0.13g] | Water-Soluble Vitamins [Folate (B9): 0.17±0.02 mcg, Vitamin C: 8.30±1.51 mg, B1: 6 mg, B2: 8.42±0.19 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 83.87±22.87 mcg, Vitamin E: 279±54.8 mg]"
B004,"[B004] Black gram, whole (Phaseolus mungo)","Macronutrients [Protein: 0.11±0.008g, Fat: 1.85±0.13g, Carbs: 1.28±0.18g] | Water-Soluble Vitamins [Folate (B9): 0.23±0.02 mcg, Vitamin C: 10.80±0.92 mg, B1: 6 mg, B2: 16.84±2.79 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 95.42±2.13 mcg, Vitamin E: 463±34.2 mg]"
B005,"[B005] Cowpea, brown (Vigna catjang)","Macronutrients [Protein: 0.09±0.009g, Fat: 1.64±0.03g, Carbs: 3.97±0.12g] | Water-Soluble Vitamins [Folate (B9): 0.70±0.03 mcg, Vitamin C: 1.75±0.14 mg, B1: 6 mg, B2: 0.92±0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 83.34±26.30 mcg, Vitamin E: 218±16.8 mg]"
B006,"[B006] Cowpea, white (Vigna catjang)","Macronutrients [Protein: 0.09g, Fat: 1.51g, Carbs: 4.28g] | Water-Soluble Vitamins [Folate (B9): 0.65 mcg, Vitamin C: 1.70 mg, B1: 1 mg, B2: 0.93 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 78.52 mcg, Vitamin E: 250 mg]"
B007,"[B007] Field bean, black (Phaseolus vulgaris)","Macronutrients [Protein: 0.07g, Fat: 1.88g, Carbs: 0.66g] | Water-Soluble Vitamins [Folate (B9): 0.51 mcg, Vitamin C: 21.50 mg, B1: 1 mg, B2: 4.35 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 48.99 mcg, Vitamin E: 207 mg]"
B008,"[B008] Field bean, brown (Phaseolus vulgaris)","Macronutrients [Protein: 0.07g, Fat: 2.04g, Carbs: 0.76g] | Water-Soluble Vitamins [Folate (B9): 0.53 mcg, Vitamin C: 20.70 mg, B1: 1 mg, B2: 4.24 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 53.18 mcg, Vitamin E: 254 mg]"
B009,"[B009] Field bean, white (Phaseolus vulgaris)","Macronutrients [Protein: 0.07±0.009g, Fat: 1.96±0.09g, Carbs: 0.68±0.11g] | Water-Soluble Vitamins [Folate (B9): 0.52±0.06 mcg, Vitamin C: 22.65±1.15 mg, B1: 5 mg, B2: 4.26±0.10 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 58.47±4.55 mcg, Vitamin E: 256±33.2 mg]"
B010,"[B010] Green gram, dal (Vigna radiata)","Macronutrients [Protein: 0.12±0.016g, Fat: 1.84±0.23g, Carbs: 0.65±0.06g] | Water-Soluble Vitamins [Folate (B9): 0.23±0.02 mcg, Vitamin C: 8.30±0.85 mg, B1: 6 mg, B2: 2.05±0.08 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 113±22.6 mcg, Vitamin E: 619±61.9 mg]"
B011,"[B011] Green gram, whole (Vigna radiata)","Macronutrients [Protein: 0.27±0.011g, Fat: 2.16±0.13g, Carbs: 1.35±0.16g] | Water-Soluble Vitamins [Folate (B9): 0.33±0.02 mcg, Vitamin C: 12.63±1.23 mg, B1: 6 mg, B2: 3.15±0.33 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 187±20.7 mcg, Vitamin E: 889±106 mg]"
B012,"[B012] Horse gram, whole (Dolichos biflorus)","Macronutrients [Protein: 0.24±0.033g, Fat: 1.82±0.26g, Carbs: 0.59±0.07g] | Water-Soluble Vitamins [Folate (B9): 0.27±0.02 mcg, Vitamin C: 10.24±1.40 mg, B1: 6 mg, B2: 1.80±0.06 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 67.26±9.84 mcg, Vitamin E: 267±42.8 mg]"
B013,[B013] Lentil dal (Lens culinaris),"Macronutrients [Protein: 0.16±0.005g, Fat: 1.81±0.02g, Carbs: 1.25±0.20g] | Water-Soluble Vitamins [Folate (B9): 0.16±0.01 mcg, Vitamin C: 3.75±0.79 mg, B1: 6 mg, B2: 1.31±0.12 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 5.92±3.05 mcg, Vitamin E: 812±93.3 mg]"
B014,"[B014] Lentil whole, brown (Lens culinaris)","Macronutrients [Protein: 0.22±0.026g, Fat: 2.54±0.12g, Carbs: 1.74±0.16g] | Water-Soluble Vitamins [Folate (B9): 0.19±0.02 mcg, Vitamin C: 7.27±0.69 mg, B1: 6 mg, B2: 14.52±1.68 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 6.85±2.24 mcg, Vitamin E: 924±89.0 mg]"
B015,"[B015] Lentil whole, yellowish (Lens culinaris)","Macronutrients [Protein: 0.22g, Fat: 2.56g, Carbs: 1.63g] | Water-Soluble Vitamins [Folate (B9): 0.19 mcg, Vitamin C: 5.25 mg, B1: 2 mg, B2: 17.68 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 7.76 mcg, Vitamin E: 939 mg] | Minerals [Calcium: 86.38 mg, Iron: 1.56 mg, Magnesium: 1.62 mg, Zinc: 0.299 mg]"
B016,[B016] Moth bean (Vigna aconitifolia),"Macronutrients [Protein: 0.09±0.005g, Fat: 1.87±0.08g, Carbs: 2.12±0.21g] | Water-Soluble Vitamins [Folate (B9): 0.79±0.05 mcg, Vitamin C: 22.75±1.22 mg, B1: 6 mg, B2: 9.77±0.17 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 148±21.2 mcg, Vitamin E: 622±72.9 mg] | Minerals [Calcium: 205±13.5 mg, Iron: 1.07±0.02 mg, Magnesium: 0.059±0.025 mg, Zinc: 0.180±0.014 mg]"
B017,"[B017] Peas, dry (Pisum sativum)","Macronutrients [Protein: 0.16±0.013g, Fat: 2.69±0.15g, Carbs: 0.53±0.12g] | Water-Soluble Vitamins [Folate (B9): 0.32±0.02 mcg, Vitamin C: 11.45±1.24 mg, B1: 6 mg, B2: 15.21±0.77 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 474±35.6 mcg, Vitamin E: 933±94.1 mg] | Minerals [Calcium: 123±8.1 mg, Iron: 1.08±0.09 mg, Magnesium: 1.83±3.36 mg, Zinc: 0.113±0.084 mg]"
B018,"[B018] Rajmah, black (Phaseolus vulgaris)","Macronutrients [Protein: 0.19g, Fat: 2.61g, Carbs: 0.63g] | Water-Soluble Vitamins [Folate (B9): 0.21 mcg, Vitamin C: 5.05 mg, B1: 2 mg, B2: 27.98 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 6.38 mcg, Vitamin E: 86.67 mg] | Minerals [Calcium: 160 mg, Iron: 1.19 mg, Magnesium: 0.034 mg, Zinc: 0.283 mg]"
B019,"[B019] Rajmah, brown (Phaseolus vulgaris)","Macronutrients [Protein: 0.21±0.005g, Fat: 2.37±0.12g, Carbs: 0.77±0.13g] | Water-Soluble Vitamins [Folate (B9): 0.23±0.03 mcg, Vitamin C: 5.50±0.85 mg, B1: 6 mg, B2: 25.82±3.22 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 7.18±1.82 mcg, Vitamin E: 90.26±14.96 mg] | Minerals [Calcium: 164±22.3 mg, Iron: 1.19±0.09 mg, Magnesium: 1.48±0.18 mg, Zinc: 0.081±0.043 mg]"
